"PRODUCT_KEY","CATEGORY_NAME","SUPPLIER_ID","UNIT_PRICE","PRICE_BAND"
2355,"Cat_5",19,1832,"Mid"
2356,"Cat_24",88,3061,"High"
2357,"Cat_7",25,1689,"Mid"
2358,"Cat_17",123,3899,"High"
2359,"Cat_13",89,4484,"High"
2360,"Cat_2",111,1407,"Mid"
2361,"Cat_15",115,4793,"High"
2362,"Cat_30",186,3290,"High"
2363,"Cat_12",126,2877,"Mid"
2364,"Cat_21",29,1191,"Mid"
2365,"Cat_2",9,3923,"High"
2366,"Cat_3",6,584,"Low"
2367,"Cat_25",43,2098,"Mid"
2368,"Cat_17",137,4339,"High"
2369,"Cat_21",178,2417,"Mid"
2370,"Cat_23",74,3341,"High"
2371,"Cat_27",73,4043,"High"
2372,"Cat_3",86,1245,"Mid"
2373,"Cat_20",145,4607,"High"
2374,"Cat_13",144,1711,"Mid"
2375,"Cat_23",90,4517,"High"
2376,"Cat_23",192,2140,"Mid"
2377,"Cat_10",77,4552,"High"
2378,"Cat_2",61,3999,"High"
2379,"Cat_14",88,1265,"Mid"
2380,"Cat_30",79,4944,"High"
2381,"Cat_10",33,2234,"Mid"
2382,"Cat_26",111,3838,"High"
2383,"Cat_17",48,4205,"High"
2384,"Cat_8",35,2551,"Mid"
2385,"Cat_9",96,2140,"Mid"
2386,"Cat_8",153,306,"Low"
2387,"Cat_9",92,3708,"High"
2388,"Cat_16",25,3380,"High"
2389,"Cat_27",172,2939,"Mid"
2390,"Cat_15",43,2415,"Mid"
2391,"Cat_17",102,3306,"High"
2392,"Cat_18",120,3449,"High"
2393,"Cat_22",31,2962,"Mid"
2394,"Cat_18",107,4813,"High"
2395,"Cat_1",77,2443,"Mid"
2396,"Cat_21",84,4684,"High"
2397,"Cat_3",49,2252,"Mid"
2398,"Cat_11",2,2875,"Mid"
2399,"Cat_26",108,228,"Low"
2400,"Cat_20",92,197,"Low"
2401,"Cat_23",98,3149,"High"
2402,"Cat_30",167,3847,"High"
2403,"Cat_9",82,2705,"Mid"
2404,"Cat_9",167,596,"Low"
2405,"Cat_25",117,4287,"High"
2406,"Cat_12",87,1825,"Mid"
2407,"Cat_3",30,3017,"High"
2408,"Cat_27",183,1406,"Mid"
2409,"Cat_4",196,1217,"Mid"
2410,"Cat_24",113,4301,"High"
2411,"Cat_11",127,1505,"Mid"
2412,"Cat_30",91,4177,"High"
2413,"Cat_25",37,435,"Low"
2414,"Cat_2",58,3603,"High"
2415,"Cat_14",95,4517,"High"
2416,"Cat_28",182,3519,"High"
2417,"Cat_7",10,3399,"High"
2418,"Cat_26",62,294,"Low"
2419,"Cat_24",96,1788,"Mid"
2420,"Cat_4",117,1181,"Mid"
2421,"Cat_19",61,3097,"High"
2422,"Cat_17",125,1288,"Mid"
2423,"Cat_14",11,1185,"Mid"
2424,"Cat_1",63,3053,"High"
2425,"Cat_9",77,1882,"Mid"
2426,"Cat_23",111,3876,"High"
2427,"Cat_19",100,3208,"High"
2428,"Cat_1",163,2354,"Mid"
2429,"Cat_27",42,3981,"High"
2430,"Cat_20",4,3472,"High"
2431,"Cat_11",115,1684,"Mid"
2432,"Cat_19",79,132,"Low"
2433,"Cat_3",145,3490,"High"
2434,"Cat_22",96,222,"Low"
2435,"Cat_10",152,2534,"Mid"
2436,"Cat_21",188,1318,"Mid"
2437,"Cat_21",127,2138,"Mid"
2438,"Cat_12",70,2173,"Mid"
2439,"Cat_19",113,2099,"Mid"
2440,"Cat_17",68,4428,"High"
2441,"Cat_29",176,288,"Low"
2442,"Cat_15",179,358,"Low"
2443,"Cat_4",138,3522,"High"
2444,"Cat_13",113,2625,"Mid"
2445,"Cat_25",123,4718,"High"
2446,"Cat_11",8,1631,"Mid"
2447,"Cat_16",101,4317,"High"
2448,"Cat_28",19,2203,"Mid"
2449,"Cat_1",7,365,"Low"
2450,"Cat_21",48,1210,"Mid"
2451,"Cat_12",178,458,"Low"
2452,"Cat_26",124,4371,"High"
2453,"Cat_9",98,1791,"Mid"
2454,"Cat_6",30,773,"Low"
2455,"Cat_13",65,4267,"High"
2456,"Cat_16",6,3348,"High"
2457,"Cat_5",48,2129,"Mid"
2458,"Cat_21",50,1476,"Mid"
2459,"Cat_26",177,1125,"Mid"
2460,"Cat_22",122,837,"Low"
2461,"Cat_3",72,2914,"Mid"
2462,"Cat_27",103,884,"Low"
2463,"Cat_27",38,225,"Low"
2464,"Cat_22",133,1019,"Mid"
2465,"Cat_7",68,734,"Low"
2466,"Cat_2",183,3437,"High"
2467,"Cat_27",106,1587,"Mid"
2468,"Cat_8",92,2536,"Mid"
2469,"Cat_3",28,3476,"High"
2470,"Cat_29",4,2012,"Mid"
2471,"Cat_21",197,2314,"Mid"
2472,"Cat_6",46,2849,"Mid"
2473,"Cat_26",18,4476,"High"
2474,"Cat_5",142,178,"Low"
2475,"Cat_6",146,4205,"High"
2476,"Cat_23",8,2437,"Mid"
2477,"Cat_7",120,3673,"High"
2478,"Cat_7",70,2339,"Mid"
2479,"Cat_28",30,4183,"High"
2480,"Cat_21",102,4058,"High"
2481,"Cat_1",148,956,"Low"
2482,"Cat_12",190,896,"Low"
2483,"Cat_16",103,3523,"High"
2484,"Cat_6",61,4195,"High"
2485,"Cat_5",68,4653,"High"
2486,"Cat_26",98,1393,"Mid"
2487,"Cat_12",11,228,"Low"
2488,"Cat_4",14,1865,"Mid"
2489,"Cat_28",5,2980,"Mid"
2490,"Cat_2",67,3449,"High"
2491,"Cat_28",148,3911,"High"
2492,"Cat_19",182,3506,"High"
2493,"Cat_21",29,4368,"High"
2494,"Cat_24",1,1587,"Mid"
2495,"Cat_3",20,4369,"High"
2496,"Cat_16",31,3732,"High"
2497,"Cat_27",171,2860,"Mid"
2498,"Cat_18",86,3199,"High"
2499,"Cat_30",111,4200,"High"
2500,"Cat_29",80,4560,"High"
2501,"Cat_13",26,4327,"High"
2502,"Cat_18",115,3039,"High"
2503,"Cat_14",124,1294,"Mid"
2504,"Cat_9",137,2378,"Mid"
2505,"Cat_10",168,3719,"High"
2506,"Cat_1",91,221,"Low"
2507,"Cat_25",131,1081,"Mid"
2508,"Cat_12",142,2789,"Mid"
2509,"Cat_6",54,1131,"Mid"
2510,"Cat_8",13,2666,"Mid"
2511,"Cat_22",51,4135,"High"
2512,"Cat_8",60,3985,"High"
2513,"Cat_3",38,1062,"Mid"
2514,"Cat_6",13,3407,"High"
2515,"Cat_14",112,3420,"High"
2516,"Cat_14",200,4522,"High"
2517,"Cat_11",112,1472,"Mid"
2518,"Cat_3",38,3538,"High"
2519,"Cat_7",158,1141,"Mid"
2520,"Cat_9",22,508,"Low"
2521,"Cat_12",61,3562,"High"
2522,"Cat_24",185,1746,"Mid"
2523,"Cat_20",98,869,"Low"
2524,"Cat_17",26,4065,"High"
2525,"Cat_7",9,272,"Low"
2526,"Cat_25",37,2882,"Mid"
2527,"Cat_4",11,4186,"High"
2528,"Cat_6",3,2976,"Mid"
2529,"Cat_21",147,2752,"Mid"
2530,"Cat_9",91,612,"Low"
2531,"Cat_12",152,4386,"High"
2532,"Cat_6",33,129,"Low"
2533,"Cat_18",80,2732,"Mid"
2534,"Cat_9",128,4839,"High"
2535,"Cat_16",56,4177,"High"
2536,"Cat_24",111,4202,"High"
2537,"Cat_10",188,4608,"High"
2538,"Cat_9",43,4243,"High"
2539,"Cat_15",142,2914,"Mid"
2540,"Cat_5",23,4757,"High"
2541,"Cat_21",168,2088,"Mid"
2542,"Cat_19",121,1812,"Mid"
2543,"Cat_26",75,1853,"Mid"
2544,"Cat_3",72,828,"Low"
2545,"Cat_17",152,3293,"High"
2546,"Cat_6",21,1842,"Mid"
2547,"Cat_12",116,4626,"High"
2548,"Cat_29",113,992,"Low"
2549,"Cat_17",10,1126,"Mid"
2550,"Cat_19",65,3213,"High"
2551,"Cat_8",13,2747,"Mid"
2552,"Cat_22",63,1216,"Mid"
2553,"Cat_9",190,614,"Low"
2554,"Cat_8",63,3975,"High"
2555,"Cat_9",182,3690,"High"
2556,"Cat_13",115,1492,"Mid"
2557,"Cat_3",178,464,"Low"
2558,"Cat_21",55,1214,"Mid"
2559,"Cat_8",109,1986,"Mid"
2560,"Cat_8",185,4662,"High"
2561,"Cat_18",104,2131,"Mid"
2562,"Cat_20",170,2245,"Mid"
2563,"Cat_11",156,1439,"Mid"
2564,"Cat_29",128,1379,"Mid"
2565,"Cat_27",157,2005,"Mid"
2566,"Cat_13",26,3889,"High"
2567,"Cat_4",6,3265,"High"
2568,"Cat_15",56,1196,"Mid"
2569,"Cat_8",15,3004,"High"
2570,"Cat_10",19,1784,"Mid"
2571,"Cat_8",167,2203,"Mid"
2572,"Cat_9",60,862,"Low"
2573,"Cat_3",135,3036,"High"
2574,"Cat_24",119,4679,"High"
2575,"Cat_17",176,265,"Low"
2576,"Cat_4",196,1799,"Mid"
2577,"Cat_14",177,2807,"Mid"
2578,"Cat_16",43,886,"Low"
2579,"Cat_26",169,1139,"Mid"
2580,"Cat_17",122,158,"Low"
2581,"Cat_15",126,2630,"Mid"
2582,"Cat_20",126,2156,"Mid"
2583,"Cat_2",68,2385,"Mid"
2584,"Cat_20",141,4925,"High"
2585,"Cat_29",191,4084,"High"
2586,"Cat_27",191,380,"Low"
2587,"Cat_5",73,2777,"Mid"
2588,"Cat_14",167,235,"Low"
2589,"Cat_8",3,2516,"Mid"
2590,"Cat_15",194,3024,"High"
2591,"Cat_19",108,4051,"High"
2592,"Cat_11",37,3871,"High"
2593,"Cat_14",182,1331,"Mid"
2594,"Cat_24",89,1971,"Mid"
2595,"Cat_3",115,123,"Low"
2596,"Cat_6",190,2193,"Mid"
2597,"Cat_2",45,608,"Low"
2598,"Cat_25",82,2969,"Mid"
2599,"Cat_10",13,1026,"Mid"
2600,"Cat_15",180,1527,"Mid"
2601,"Cat_10",60,3429,"High"
2602,"Cat_12",196,556,"Low"
2603,"Cat_14",109,4915,"High"
2604,"Cat_14",89,4247,"High"
2605,"Cat_22",78,3240,"High"
2606,"Cat_8",94,1642,"Mid"
2607,"Cat_30",81,2073,"Mid"
2608,"Cat_16",93,1421,"Mid"
2609,"Cat_2",27,3929,"High"
2610,"Cat_2",11,2844,"Mid"
2611,"Cat_26",185,2856,"Mid"
2612,"Cat_20",21,2394,"Mid"
2613,"Cat_14",17,1931,"Mid"
2614,"Cat_25",18,3418,"High"
2615,"Cat_22",128,1761,"Mid"
2616,"Cat_23",87,4494,"High"
2617,"Cat_26",53,1438,"Mid"
2618,"Cat_19",45,3642,"High"
2619,"Cat_22",123,3790,"High"
2620,"Cat_23",105,143,"Low"
2621,"Cat_25",45,3399,"High"
2622,"Cat_13",41,2599,"Mid"
2623,"Cat_19",15,667,"Low"
2624,"Cat_9",78,3592,"High"
2625,"Cat_20",142,287,"Low"
2626,"Cat_6",120,4572,"High"
2627,"Cat_14",198,1294,"Mid"
2628,"Cat_30",21,1889,"Mid"
2629,"Cat_6",86,3270,"High"
2630,"Cat_28",169,1585,"Mid"
2631,"Cat_10",73,438,"Low"
2632,"Cat_1",144,627,"Low"
2633,"Cat_27",167,4709,"High"
2634,"Cat_25",32,947,"Low"
2635,"Cat_2",17,365,"Low"
2636,"Cat_3",89,826,"Low"
2637,"Cat_19",33,3325,"High"
2638,"Cat_21",55,351,"Low"
2639,"Cat_7",159,671,"Low"
2640,"Cat_11",22,4190,"High"
2641,"Cat_30",99,2612,"Mid"
2642,"Cat_29",31,598,"Low"
2643,"Cat_10",42,4410,"High"
2644,"Cat_10",141,1876,"Mid"
2645,"Cat_30",68,2154,"Mid"
2646,"Cat_17",181,3985,"High"
2647,"Cat_13",159,3348,"High"
2648,"Cat_11",35,719,"Low"
2649,"Cat_29",114,4488,"High"
2650,"Cat_19",177,1340,"Mid"
2651,"Cat_18",10,4600,"High"
2652,"Cat_19",189,1843,"Mid"
2653,"Cat_4",166,506,"Low"
2654,"Cat_9",72,4976,"High"
2655,"Cat_29",133,775,"Low"
2656,"Cat_6",53,2633,"Mid"
2657,"Cat_16",137,1337,"Mid"
2658,"Cat_28",193,1364,"Mid"
2659,"Cat_10",41,3214,"High"
2660,"Cat_14",62,1325,"Mid"
2661,"Cat_10",169,843,"Low"
2662,"Cat_5",155,1863,"Mid"
2663,"Cat_19",24,2837,"Mid"
2664,"Cat_4",23,593,"Low"
2665,"Cat_8",194,119,"Low"
2666,"Cat_6",122,3289,"High"
2667,"Cat_4",116,929,"Low"
2668,"Cat_14",149,1171,"Mid"
2669,"Cat_19",16,1746,"Mid"
2670,"Cat_5",176,2941,"Mid"
2671,"Cat_23",194,3307,"High"
2672,"Cat_9",4,3608,"High"
2673,"Cat_13",138,4854,"High"
2674,"Cat_25",68,2021,"Mid"
2675,"Cat_23",146,2981,"Mid"
2676,"Cat_25",40,2566,"Mid"
2677,"Cat_21",75,121,"Low"
2678,"Cat_18",128,3686,"High"
2679,"Cat_24",70,4061,"High"
2680,"Cat_1",17,3220,"High"
2681,"Cat_24",131,2765,"Mid"
2682,"Cat_19",156,4524,"High"
2683,"Cat_25",34,4009,"High"
2684,"Cat_25",197,3983,"High"
2685,"Cat_7",132,2868,"Mid"
2686,"Cat_27",127,836,"Low"
2687,"Cat_26",46,519,"Low"
2688,"Cat_24",177,4453,"High"
2689,"Cat_28",112,4962,"High"
2690,"Cat_22",41,3326,"High"
2691,"Cat_23",34,3477,"High"
2692,"Cat_1",29,2074,"Mid"
2693,"Cat_6",167,1135,"Mid"
2694,"Cat_11",95,2115,"Mid"
2695,"Cat_26",188,2049,"Mid"
2696,"Cat_29",15,1717,"Mid"
2697,"Cat_22",27,4783,"High"
2698,"Cat_26",52,2657,"Mid"
2699,"Cat_3",193,1400,"Mid"
2700,"Cat_13",122,3511,"High"
2701,"Cat_3",33,2298,"Mid"
2702,"Cat_17",55,3256,"High"
2703,"Cat_28",110,4746,"High"
2704,"Cat_9",200,4015,"High"
2705,"Cat_27",71,3998,"High"
2706,"Cat_7",37,2947,"Mid"
2707,"Cat_9",13,896,"Low"
2708,"Cat_16",30,4057,"High"
2709,"Cat_6",69,3451,"High"
2710,"Cat_8",155,2964,"Mid"
2711,"Cat_11",88,1271,"Mid"
2712,"Cat_22",107,2364,"Mid"
2713,"Cat_7",23,2065,"Mid"
2714,"Cat_25",171,480,"Low"
2715,"Cat_22",24,605,"Low"
2716,"Cat_10",183,2563,"Mid"
2717,"Cat_15",80,3980,"High"
2718,"Cat_6",123,2345,"Mid"
2719,"Cat_26",87,2687,"Mid"
2720,"Cat_14",142,4941,"High"
2721,"Cat_7",61,4641,"High"
2722,"Cat_20",104,2122,"Mid"
2723,"Cat_6",66,1062,"Mid"
2724,"Cat_24",163,4159,"High"
2725,"Cat_8",100,3256,"High"
2726,"Cat_23",81,750,"Low"
2727,"Cat_1",1,4645,"High"
2728,"Cat_19",166,134,"Low"
2729,"Cat_26",148,1625,"Mid"
2730,"Cat_30",59,2459,"Mid"
2731,"Cat_16",134,463,"Low"
2732,"Cat_28",61,4390,"High"
2733,"Cat_20",181,1948,"Mid"
2734,"Cat_5",136,3718,"High"
2735,"Cat_21",23,2580,"Mid"
2736,"Cat_10",2,2948,"Mid"
2737,"Cat_22",114,3087,"High"
2738,"Cat_24",106,4510,"High"
2739,"Cat_24",60,3579,"High"
2740,"Cat_19",159,2318,"Mid"
2741,"Cat_29",134,2673,"Mid"
2742,"Cat_10",107,2274,"Mid"
2743,"Cat_26",197,2599,"Mid"
2744,"Cat_2",34,4754,"High"
2745,"Cat_18",190,4078,"High"
2746,"Cat_12",113,1014,"Mid"
2747,"Cat_19",21,777,"Low"
2748,"Cat_25",85,1478,"Mid"
2749,"Cat_25",106,2615,"Mid"
2750,"Cat_18",121,1054,"Mid"
2751,"Cat_7",107,4375,"High"
2752,"Cat_28",80,661,"Low"
2753,"Cat_11",53,3645,"High"
2754,"Cat_26",94,1757,"Mid"
2755,"Cat_8",103,4903,"High"
2756,"Cat_16",129,2009,"Mid"
2757,"Cat_21",137,4187,"High"
2758,"Cat_6",59,2126,"Mid"
2759,"Cat_8",17,700,"Low"
2760,"Cat_4",129,3818,"High"
2761,"Cat_23",128,4387,"High"
2762,"Cat_25",15,1763,"Mid"
2763,"Cat_20",30,301,"Low"
2764,"Cat_13",77,4934,"High"
2765,"Cat_29",43,402,"Low"
2766,"Cat_26",126,3320,"High"
2767,"Cat_27",115,4587,"High"
2768,"Cat_1",164,1816,"Mid"
2769,"Cat_5",152,772,"Low"
2770,"Cat_13",151,245,"Low"
2771,"Cat_1",38,419,"Low"
2772,"Cat_24",96,2406,"Mid"
2773,"Cat_28",42,3499,"High"
2774,"Cat_15",112,4904,"High"
2775,"Cat_5",91,2686,"Mid"
2776,"Cat_13",73,450,"Low"
2777,"Cat_26",81,642,"Low"
2778,"Cat_6",32,1533,"Mid"
2779,"Cat_28",83,1198,"Mid"
2780,"Cat_2",68,340,"Low"
2781,"Cat_3",79,665,"Low"
2782,"Cat_4",116,1664,"Mid"
2783,"Cat_2",76,2025,"Mid"
2784,"Cat_19",35,4493,"High"
2785,"Cat_13",18,3365,"High"
2786,"Cat_19",131,3273,"High"
2787,"Cat_4",131,398,"Low"
2788,"Cat_10",30,2892,"Mid"
2789,"Cat_14",118,633,"Low"
2790,"Cat_10",66,3473,"High"
2791,"Cat_21",177,1176,"Mid"
2792,"Cat_25",26,2741,"Mid"
2793,"Cat_6",25,1739,"Mid"
2794,"Cat_4",168,1043,"Mid"
2795,"Cat_1",12,2314,"Mid"
2796,"Cat_25",34,286,"Low"
2797,"Cat_20",94,2023,"Mid"
2798,"Cat_7",27,3178,"High"
2799,"Cat_25",70,1055,"Mid"
2800,"Cat_10",27,4510,"High"
2801,"Cat_1",26,2947,"Mid"
2802,"Cat_26",25,1480,"Mid"
2803,"Cat_27",94,2149,"Mid"
2804,"Cat_18",135,2866,"Mid"
2805,"Cat_27",175,3227,"High"
2806,"Cat_12",145,2855,"Mid"
2807,"Cat_3",55,3735,"High"
2808,"Cat_1",134,970,"Low"
2809,"Cat_14",83,1753,"Mid"
2810,"Cat_9",187,4000,"High"
2811,"Cat_19",87,4543,"High"
2812,"Cat_29",109,4937,"High"
2813,"Cat_24",12,2788,"Mid"
2814,"Cat_3",49,4674,"High"
2815,"Cat_12",52,3923,"High"
2816,"Cat_25",138,1732,"Mid"
2817,"Cat_2",1,1537,"Mid"
2818,"Cat_5",135,1042,"Mid"
2819,"Cat_23",101,1224,"Mid"
2820,"Cat_16",78,466,"Low"
2821,"Cat_21",77,4706,"High"
2822,"Cat_16",189,3766,"High"
2823,"Cat_21",179,2021,"Mid"
2824,"Cat_29",44,935,"Low"
2825,"Cat_22",89,4908,"High"
2826,"Cat_7",104,1399,"Mid"
2827,"Cat_18",100,3811,"High"
2828,"Cat_10",6,1589,"Mid"
2829,"Cat_3",170,4100,"High"
2830,"Cat_27",94,462,"Low"
2831,"Cat_2",197,4359,"High"
2832,"Cat_3",94,2155,"Mid"
2833,"Cat_27",31,2086,"Mid"
2834,"Cat_22",191,1350,"Mid"
2835,"Cat_3",121,399,"Low"
2836,"Cat_30",186,760,"Low"
2837,"Cat_18",106,3923,"High"
2838,"Cat_22",36,4329,"High"
2839,"Cat_1",20,1233,"Mid"
2840,"Cat_7",186,1369,"Mid"
2841,"Cat_26",48,3883,"High"
2842,"Cat_15",39,4160,"High"
2843,"Cat_17",178,2297,"Mid"
2844,"Cat_17",164,510,"Low"
2845,"Cat_1",169,1035,"Mid"
2846,"Cat_6",140,175,"Low"
2847,"Cat_4",1,1046,"Mid"
2848,"Cat_29",182,2100,"Mid"
2849,"Cat_18",116,3958,"High"
2850,"Cat_15",40,3721,"High"
2851,"Cat_14",128,2430,"Mid"
2852,"Cat_30",179,4420,"High"
2853,"Cat_27",42,1445,"Mid"
2854,"Cat_7",154,3842,"High"
2855,"Cat_16",35,3613,"High"
2856,"Cat_30",184,2648,"Mid"
2857,"Cat_20",26,197,"Low"
2858,"Cat_20",16,1960,"Mid"
2859,"Cat_12",28,4344,"High"
2860,"Cat_23",74,3280,"High"
2861,"Cat_9",65,913,"Low"
2862,"Cat_1",131,4254,"High"
2863,"Cat_17",179,4161,"High"
2864,"Cat_23",34,2549,"Mid"
2865,"Cat_16",159,647,"Low"
2866,"Cat_30",182,3227,"High"
2867,"Cat_21",144,4410,"High"
2868,"Cat_11",116,3203,"High"
2869,"Cat_9",105,2632,"Mid"
2870,"Cat_26",103,521,"Low"
2871,"Cat_30",88,3799,"High"
2872,"Cat_8",75,2375,"Mid"
2873,"Cat_15",160,3190,"High"
2874,"Cat_3",70,4879,"High"
2875,"Cat_9",193,4364,"High"
2876,"Cat_23",128,578,"Low"
2877,"Cat_23",24,3118,"High"
2878,"Cat_28",57,3378,"High"
2879,"Cat_30",167,2869,"Mid"
2880,"Cat_30",14,641,"Low"
2881,"Cat_21",27,815,"Low"
2882,"Cat_28",51,3872,"High"
2883,"Cat_5",15,234,"Low"
2884,"Cat_25",28,4489,"High"
2885,"Cat_27",120,136,"Low"
2886,"Cat_24",188,3059,"High"
2887,"Cat_25",76,4794,"High"
2888,"Cat_9",80,4557,"High"
2889,"Cat_28",41,618,"Low"
2890,"Cat_28",159,542,"Low"
2891,"Cat_3",91,388,"Low"
2892,"Cat_12",17,606,"Low"
2893,"Cat_7",174,3755,"High"
2894,"Cat_21",151,1145,"Mid"
2895,"Cat_12",137,1049,"Mid"
2896,"Cat_25",168,4843,"High"
2897,"Cat_19",40,739,"Low"
2898,"Cat_24",108,1691,"Mid"
2899,"Cat_29",91,1253,"Mid"
2900,"Cat_4",101,3040,"High"
2901,"Cat_26",140,4107,"High"
2902,"Cat_22",18,4214,"High"
2903,"Cat_11",40,940,"Low"
2904,"Cat_9",102,1657,"Mid"
2905,"Cat_22",32,166,"Low"
2906,"Cat_13",147,2162,"Mid"
2907,"Cat_21",110,2441,"Mid"
2908,"Cat_24",94,3269,"High"
2909,"Cat_10",48,4579,"High"
2910,"Cat_21",29,2898,"Mid"
2911,"Cat_25",184,3679,"High"
2912,"Cat_7",186,4231,"High"
2913,"Cat_6",153,4489,"High"
2914,"Cat_4",30,4972,"High"
2915,"Cat_28",83,2802,"Mid"
2916,"Cat_11",26,637,"Low"
2917,"Cat_14",183,4900,"High"
2918,"Cat_10",119,2675,"Mid"
2919,"Cat_21",84,4301,"High"
2920,"Cat_20",75,1045,"Mid"
2921,"Cat_13",68,3049,"High"
2922,"Cat_25",21,1312,"Mid"
2923,"Cat_28",28,1468,"Mid"
2924,"Cat_14",68,956,"Low"
2925,"Cat_24",54,4359,"High"
2926,"Cat_2",157,4116,"High"
2927,"Cat_30",103,1332,"Mid"
2928,"Cat_9",162,4352,"High"
2929,"Cat_27",127,851,"Low"
2930,"Cat_14",197,1115,"Mid"
2931,"Cat_9",147,3773,"High"
2932,"Cat_13",42,180,"Low"
2933,"Cat_4",127,421,"Low"
2934,"Cat_10",30,2615,"Mid"
2935,"Cat_5",79,744,"Low"
2936,"Cat_22",198,501,"Low"
2937,"Cat_17",96,3234,"High"
2938,"Cat_21",105,1091,"Mid"
2939,"Cat_24",56,347,"Low"
2940,"Cat_20",125,3879,"High"
2941,"Cat_4",41,4471,"High"
2942,"Cat_5",190,558,"Low"
2943,"Cat_30",36,1246,"Mid"
2944,"Cat_21",75,1746,"Mid"
2945,"Cat_26",170,1677,"Mid"
2946,"Cat_6",2,4793,"High"
2947,"Cat_15",68,2514,"Mid"
2948,"Cat_11",92,609,"Low"
2949,"Cat_24",122,4989,"High"
2950,"Cat_3",125,1435,"Mid"
2951,"Cat_20",56,4941,"High"
2952,"Cat_11",114,2037,"Mid"
2953,"Cat_2",32,3399,"High"
2954,"Cat_5",140,4044,"High"
2955,"Cat_16",89,3922,"High"
2956,"Cat_15",2,1131,"Mid"
2957,"Cat_29",38,2539,"Mid"
2958,"Cat_20",177,468,"Low"
2959,"Cat_15",20,4404,"High"
2960,"Cat_24",135,1899,"Mid"
2961,"Cat_12",13,3353,"High"
2962,"Cat_6",26,3253,"High"
2963,"Cat_9",126,3082,"High"
2964,"Cat_16",143,4547,"High"
2965,"Cat_6",44,4018,"High"
2966,"Cat_30",41,3989,"High"
2967,"Cat_6",74,2407,"Mid"
2968,"Cat_19",38,2558,"Mid"
2969,"Cat_1",170,551,"Low"
2970,"Cat_28",98,3513,"High"
2971,"Cat_25",1,2457,"Mid"
2972,"Cat_6",130,3978,"High"
2973,"Cat_28",173,644,"Low"
2974,"Cat_28",45,2160,"Mid"
2975,"Cat_14",104,4135,"High"
2976,"Cat_19",164,2150,"Mid"
2977,"Cat_2",39,1578,"Mid"
2978,"Cat_8",93,4882,"High"
2979,"Cat_10",89,2031,"Mid"
2980,"Cat_11",195,3766,"High"
2981,"Cat_24",9,377,"Low"
2982,"Cat_10",42,2096,"Mid"
2983,"Cat_18",82,2893,"Mid"
2984,"Cat_1",64,168,"Low"
2985,"Cat_25",18,4506,"High"
2986,"Cat_8",108,269,"Low"
2987,"Cat_28",151,4291,"High"
2988,"Cat_24",191,2904,"Mid"
2989,"Cat_23",45,3803,"High"
2990,"Cat_27",51,322,"Low"
2991,"Cat_13",40,1908,"Mid"
2992,"Cat_1",43,4851,"High"
2993,"Cat_24",22,719,"Low"
2994,"Cat_22",124,1049,"Mid"
2995,"Cat_10",119,1592,"Mid"
2996,"Cat_21",180,1152,"Mid"
2997,"Cat_14",160,1957,"Mid"
2998,"Cat_21",93,3815,"High"
2999,"Cat_16",143,2815,"Mid"
3000,"Cat_17",110,4409,"High"
3001,"Cat_5",12,3362,"High"
3002,"Cat_6",200,4554,"High"
3003,"Cat_24",76,4752,"High"
3004,"Cat_26",175,4129,"High"
3005,"Cat_19",175,1001,"Mid"
3006,"Cat_8",83,3039,"High"
3007,"Cat_7",186,3869,"High"
3008,"Cat_2",37,2730,"Mid"
3009,"Cat_10",180,348,"Low"
3010,"Cat_18",198,1444,"Mid"
3011,"Cat_29",119,280,"Low"
3012,"Cat_9",29,1933,"Mid"
3013,"Cat_27",51,2726,"Mid"
3014,"Cat_30",104,678,"Low"
3015,"Cat_19",130,1527,"Mid"
3016,"Cat_9",144,1447,"Mid"
3017,"Cat_30",160,2793,"Mid"
3018,"Cat_7",8,1380,"Mid"
3019,"Cat_3",197,1748,"Mid"
3020,"Cat_11",169,657,"Low"
3021,"Cat_12",14,1112,"Mid"
3022,"Cat_2",194,4274,"High"
3023,"Cat_6",3,1806,"Mid"
3024,"Cat_19",187,3957,"High"
3025,"Cat_8",87,854,"Low"
3026,"Cat_6",144,3347,"High"
3027,"Cat_25",74,168,"Low"
3028,"Cat_13",178,421,"Low"
3029,"Cat_25",83,778,"Low"
3030,"Cat_2",31,1536,"Mid"
3031,"Cat_2",156,2251,"Mid"
3032,"Cat_25",130,4998,"High"
3033,"Cat_6",171,225,"Low"
3034,"Cat_11",43,2849,"Mid"
3035,"Cat_16",95,3300,"High"
3036,"Cat_29",110,4148,"High"
3037,"Cat_8",185,1613,"Mid"
3038,"Cat_5",182,1611,"Mid"
3039,"Cat_28",162,2688,"Mid"
3040,"Cat_25",92,3571,"High"
3041,"Cat_3",161,3920,"High"
3042,"Cat_27",145,2399,"Mid"
3043,"Cat_16",173,1935,"Mid"
3044,"Cat_7",162,2085,"Mid"
3045,"Cat_29",184,2104,"Mid"
3046,"Cat_3",69,1002,"Mid"
3047,"Cat_8",179,1937,"Mid"
3048,"Cat_1",14,1305,"Mid"
3049,"Cat_1",120,1049,"Mid"
3050,"Cat_19",176,4698,"High"
3051,"Cat_22",168,4833,"High"
3052,"Cat_2",132,3402,"High"
3053,"Cat_17",35,3830,"High"
3054,"Cat_21",53,3554,"High"
3055,"Cat_28",27,583,"Low"
3056,"Cat_28",100,434,"Low"
3057,"Cat_20",187,2479,"Mid"
