"RETURN_ID","ORDER_ITEM_ID","PRODUCT_KEY","STORE_KEY","CUSTOMER_KEY","DATE_KEY","REFUND_AMOUNT","QTY_RETURNED","UNIT_PRICE","TOTAL_LOST","HAS_PROMOTION"
1863,100272,3197,59,2124,20200601,4003,1,3816,3816,1
1864,204039,2433,99,32627,20230826,2030,1,3096,3096,1
1865,232083,5036,10,44804,20220629,122,3,703,2109,1
1866,308888,4897,66,5824,20220830,1213,4,1262,5048,1
1867,417252,4665,76,26119,20200323,132,1,2787,2787,1
1868,392080,8300,2,24553,20210215,3710,1,706,706,1
1869,53396,9220,2,14118,20200807,3124,3,3696,11088,1
1870,232660,5721,56,40870,20220402,4367,4,4822,19288,1
1871,521664,1533,23,42564,20220408,153,4,3117,12468,1
1872,389550,5469,97,11295,20220313,2374,1,364,364,1
1873,304003,4334,61,27986,20210717,1258,2,2227,4454,1
1874,459356,7105,76,3253,20221201,1359,2,683,1366,1
1875,334420,9569,2,7225,20220113,4433,2,1768,3536,1
1876,34471,1440,90,27869,20231102,3358,1,906,906,1
1877,120335,2716,47,6747,20200524,3241,4,3109,12436,1
1878,213119,2608,76,31345,20230503,948,4,4664,18656,1
1879,510439,1209,32,12875,20200627,4265,3,3355,10065,1
1880,121852,6063,66,22178,20220703,1704,2,4737,9474,1
1881,190513,3650,44,10958,20210520,4798,1,2242,2242,1
1882,58000,7095,6,19059,20220117,1024,4,249,996,1
1883,8578,7809,29,44391,20200707,4099,4,4850,19400,1
1884,255836,5290,55,4496,20210810,193,1,2928,2928,1
1885,258734,7896,24,39532,20201208,4797,1,879,879,1
1886,31454,9480,19,25985,20230613,3125,2,1287,2574,1
1887,430033,3331,19,11471,20210105,1812,4,4995,19980,1
1888,91364,3762,6,5659,20221021,4773,4,2602,10408,1
1889,70875,8816,33,34142,20200118,4173,2,3601,7202,1
1890,353947,1753,87,32485,20220729,1108,1,764,764,1
1891,210451,7100,85,25146,20210303,4377,1,4082,4082,1
1892,584286,8195,1,34285,20220808,4503,2,3493,6986,1
1893,323011,9648,67,844,20220922,4880,3,3644,10932,1
1894,507331,5524,53,4211,20221224,4165,1,2906,2906,1
1895,335780,1251,40,49302,20230506,3369,3,227,681,1
1896,227668,8332,79,23241,20210828,4568,1,1495,1495,1
1897,599892,9978,53,13614,20220909,4738,3,2485,7455,1
1898,375352,6638,43,31264,20210224,2390,2,1092,2184,1
1899,593059,5281,23,10278,20200414,3850,1,663,663,1
1900,307368,3088,3,28592,20220402,149,2,3915,7830,1
1901,155742,5298,55,19702,20230611,2975,4,1270,5080,1
1902,230734,6223,66,44757,20210521,3890,2,3793,7586,1
1903,142050,9814,54,42113,20200705,2801,3,487,1461,1
1904,418928,3769,88,9466,20231208,2075,2,3152,6304,1
1905,146489,3056,58,771,20210129,1697,1,3760,3760,1
1906,96362,2321,77,24580,20210228,488,4,2628,10512,1
1907,386221,5899,24,25088,20220529,4701,4,4607,18428,1
1908,352269,8980,93,15220,20210209,921,1,1605,1605,1
1909,486456,2852,86,35290,20220303,1789,4,2904,11616,1
1910,95597,580,70,15845,20210614,1380,3,2398,7194,1
1911,412259,576,90,48699,20200526,3709,4,4046,16184,1
1912,209691,4795,7,40639,20230610,4594,1,3609,3609,1
1913,111347,1005,94,32424,20220419,2151,1,1000,1000,1
1914,250717,7854,24,46423,20201228,875,2,2485,4970,1
1915,90683,4260,18,33550,20210217,4107,1,2350,2350,1
1916,159817,7231,4,48169,20200417,4133,1,4631,4631,1
1917,295034,9627,53,33386,20211203,2726,2,716,1432,1
1918,438914,2515,57,44501,20230307,4538,1,110,110,1
1919,56377,7271,70,7958,20200524,2608,1,2688,2688,1
1920,292572,5675,65,16296,20230902,1835,1,119,119,1
1921,47380,1297,5,3825,20201024,1970,2,3982,7964,1
1922,500669,9187,60,39002,20230710,1250,3,1860,5580,1
1923,48439,8390,86,40878,20210415,4731,2,3955,7910,1
1924,167473,4158,95,6433,20230415,3460,3,3589,10767,1
1925,185687,2538,65,24891,20230508,752,4,3178,12712,1
1926,588768,3616,96,33114,20210603,2363,1,4405,4405,1
1927,197682,1024,21,14643,20211114,2153,2,1128,2256,1
1928,299847,1696,46,7618,20220426,617,4,1639,6556,1
1929,486501,7902,47,25558,20200812,2952,2,699,1398,1
1930,48244,6805,89,8503,20210808,2584,4,3352,13408,1
1931,543215,5925,65,35311,20210307,1944,1,4593,4593,1
1932,120298,9292,69,49776,20210616,2294,4,365,1460,1
1933,253782,7737,39,19566,20210106,3982,1,4207,4207,1
1934,6976,7546,48,5957,20211002,1387,2,1205,2410,1
1935,380959,7412,72,46904,20230324,2946,3,2241,6723,1
1936,447082,6495,67,19932,20230602,3357,4,2053,8212,1
1937,28513,8701,63,352,20200221,3610,2,2419,4838,1
1938,549330,6824,51,37786,20200215,4627,2,2914,5828,1
1939,102488,1805,77,36083,20230812,1153,4,1320,5280,1
1940,199324,9769,52,38269,20211115,3440,1,3962,3962,1
1941,198873,3080,18,36662,20220613,2680,3,543,1629,1
1942,414141,6204,77,26498,20200904,3894,4,3498,13992,1
1943,217418,1439,30,4539,20230505,1304,4,4477,17908,1
1944,215116,2228,49,9802,20230804,224,4,1762,7048,1
1945,113805,5377,63,11529,20220331,2232,2,2302,4604,1
1946,548891,6865,4,5036,20200303,1026,2,4908,9816,1
1947,318791,1814,34,31471,20221031,1597,1,3000,3000,1
1948,313301,1141,19,1292,20230120,147,3,996,2988,1
1949,402826,4988,56,29553,20210505,3819,3,2215,6645,1
1950,483607,5904,62,29031,20210923,3796,1,170,170,1
1951,372186,3943,85,21468,20200318,1436,2,2528,5056,1
1952,171039,6075,73,12058,20201020,406,3,3019,9057,1
1953,37001,638,61,8931,20221125,56,2,4496,8992,1
1954,395765,2989,39,22847,20221217,4477,4,663,2652,1
1955,103282,9477,16,9253,20221014,2306,2,4754,9508,1
1956,343957,3983,18,14516,20200517,3981,1,2399,2399,1
1957,509413,2703,67,19180,20230805,3397,1,722,722,1
1958,363210,9779,17,24567,20210930,2074,3,4958,14874,1
1959,555287,7676,21,28320,20230823,1629,1,894,894,1
1960,169224,51,40,18470,20210921,4670,2,800,1600,1
1961,457022,5119,17,18323,20220405,82,2,1302,2604,1
1962,558991,5569,84,19700,20211123,1415,3,3226,9678,1
1963,475233,5570,76,8311,20210130,2693,1,1934,1934,1
1964,132168,789,63,7524,20200403,1820,1,4672,4672,1
1965,196830,5965,30,43678,20230106,4631,1,4389,4389,1
1966,363906,8196,7,48913,20211003,3637,1,3987,3987,1
1967,243505,3986,53,23824,20210830,4603,1,4598,4598,1
1968,62168,5602,28,21667,20200427,4421,4,4005,16020,1
1969,241836,3976,26,39465,20220324,1580,3,3893,11679,1
1970,217214,7838,84,6006,20210128,547,1,650,650,1
1971,148998,8560,4,43297,20230731,4474,1,151,151,1
1972,245009,1133,92,34319,20200625,2286,2,1871,3742,1
1973,168680,1479,91,26165,20230429,3294,2,269,538,1
1974,535709,2923,84,44322,20210924,213,4,1511,6044,1
1975,451211,1927,80,23936,20211211,1513,2,3652,7304,1
1976,543843,1003,68,28501,20200227,4320,1,2747,2747,1
1977,524055,6989,39,21076,20220627,4226,4,155,620,1
1978,314884,4052,53,18022,20210822,56,3,1088,3264,1
1979,284030,8035,36,2519,20211004,684,3,112,336,1
1980,321649,6228,40,2132,20230527,4473,4,2251,9004,1
1981,475086,6792,59,11826,20231117,4262,3,2297,6891,1
1982,179447,6040,46,9197,20220802,2662,3,2759,8277,1
1983,298066,8723,74,2636,20200310,3592,1,3502,3502,1
1984,267115,8991,22,23251,20220527,4733,3,4308,12924,1
1985,409040,7835,50,1332,20200911,347,2,4286,8572,1
1986,167800,7389,31,32318,20220411,4858,2,1614,3228,1
1987,326202,9499,41,44534,20221203,4634,1,3018,3018,1
1988,214257,307,98,6258,20210402,1142,2,1257,2514,1
1989,184768,9914,37,41870,20221025,708,2,3418,6836,1
1990,9015,8678,92,1751,20210921,2128,4,583,2332,1
1991,349683,9223,31,9054,20210124,3850,3,1078,3234,1
1992,190627,9345,55,25544,20210116,2410,4,2759,11036,1
1993,404501,8425,21,5478,20210414,74,2,4777,9554,1
1994,334344,8158,5,24867,20220829,256,1,1328,1328,1
1995,75831,3669,88,4792,20220727,982,2,3171,6342,1
1996,551894,375,88,37688,20201223,1149,4,1169,4676,1
1997,379430,9535,9,47345,20220202,761,1,1953,1953,1
1998,345060,6367,78,33543,20230227,4975,3,2781,8343,1
1999,330781,212,45,26365,20220103,1609,4,2013,8052,1
2000,86323,1733,36,32988,20210902,1862,3,4754,14262,1
2001,129751,4121,33,9127,20201119,446,1,1963,1963,1
2002,94005,8275,63,44541,20201030,1700,1,379,379,1
2003,124638,2654,65,8584,20200919,2417,3,2799,8397,1
2004,149197,825,55,35651,20200221,4769,4,4974,19896,1
2005,192718,4305,17,30425,20220927,544,2,2235,4470,1
2006,47493,105,29,16395,20230706,2648,4,1300,5200,1
2007,341242,8857,38,44726,20201018,4519,4,678,2712,1
2008,357111,8876,68,23495,20221017,4761,3,3826,11478,1
2009,175650,6459,34,39277,20220325,3888,1,4925,4925,1
2010,339836,6908,43,35087,20210519,4870,3,4279,12837,1
2011,400724,8187,8,32953,20211221,4892,3,558,1674,1
2012,182498,6301,19,11253,20211026,3099,3,1925,5775,1
2013,548838,3088,48,47739,20200206,687,1,3000,3000,1
2014,137605,2793,10,41767,20230616,2350,4,3602,14408,1
2015,271603,8765,28,7875,20211129,908,2,3652,7304,1
2016,224943,2285,23,25393,20211102,617,2,729,1458,1
2017,324952,6580,25,40113,20230208,622,2,3480,6960,1
2018,357516,8760,100,17777,20200626,1964,3,4131,12393,1
2019,71803,9509,11,1536,20200528,3568,4,3291,13164,1
2020,391027,7676,29,13450,20220812,518,3,2781,8343,1
2021,210570,2871,17,4751,20210511,2005,3,377,1131,1
2022,335173,8468,60,18578,20220902,3549,2,2516,5032,1
2023,441886,5459,84,26534,20210312,1296,2,190,380,1
2024,45069,3884,69,6986,20200121,3238,2,1462,2924,1
2025,76638,6254,68,22079,20230413,2971,1,492,492,1
2026,16613,7762,72,25179,20220826,3657,4,4469,17876,1
2027,209546,4056,30,20557,20210923,4310,1,4698,4698,1
2028,174791,153,36,47502,20230224,1223,3,3721,11163,1
2029,467622,7948,57,47309,20200303,2578,2,4967,9934,1
2030,257894,2583,61,761,20200801,382,2,2182,4364,1
2031,380726,8423,8,371,20200113,4870,3,3754,11262,1
2032,88511,35,46,4605,20210323,2679,4,4797,19188,1
2033,545150,9768,64,39636,20220228,3034,2,1871,3742,1
2034,6159,4614,1,574,20201108,4208,1,3587,3587,1
2035,194145,3290,59,25757,20220415,4971,1,2066,2066,1
2036,241751,9834,15,37749,20200903,3794,3,2400,7200,1
2037,584678,6773,95,6887,20230206,1784,1,1377,1377,1
2038,434557,4589,92,3248,20221026,776,3,1047,3141,1
2039,298160,9347,91,32786,20200428,4359,2,3656,7312,1
2040,436455,3075,30,31630,20220801,4801,3,4560,13680,1
2041,365747,889,8,2536,20201003,421,1,2754,2754,1
2042,433002,1023,2,12829,20221020,2821,1,2091,2091,1
2043,212171,5349,58,10630,20211101,4038,1,994,994,1
2044,452768,7840,72,32869,20220112,1221,3,4140,12420,1
2045,300574,2427,29,37370,20200509,3308,2,3418,6836,1
2046,582851,3642,85,36460,20200820,390,2,750,1500,1
2047,74322,8172,13,3616,20200711,1808,3,2551,7653,1
2048,305522,525,79,21191,20230428,1793,2,1771,3542,1
2049,424202,5628,3,32192,20200629,4665,3,1726,5178,1
2050,518235,1870,51,12684,20200927,2231,1,4699,4699,1
2051,343582,2344,97,25935,20210322,2096,2,3364,6728,1
2052,180739,141,69,47947,20220623,3066,2,122,244,1
2053,589880,5380,50,21266,20220928,4708,2,3526,7052,1
2054,75455,484,90,1723,20200616,152,3,352,1056,1
2055,590393,8972,37,1438,20231123,3567,3,1473,4419,1
2056,262301,6735,47,3784,20230411,4439,4,3795,15180,1
2057,8714,40,47,661,20210805,62,4,3944,15776,1
2058,287203,2295,33,40501,20230406,2683,2,339,678,1
2059,333864,3574,4,44367,20220721,2319,3,4667,14001,1
2060,281121,4238,65,10016,20220907,4934,4,3905,15620,1
2061,5029,7896,35,35854,20210730,3596,2,4678,9356,1
2062,270111,909,59,22050,20200922,4550,4,3807,15228,1
2063,541968,872,75,16192,20200810,981,2,3315,6630,1
2064,389506,4614,64,43181,20220317,246,2,4845,9690,1
2065,152796,4138,97,16194,20230120,2352,1,3995,3995,1
2066,71658,4972,5,3549,20231126,3791,4,2759,11036,1
2067,322782,3989,6,13480,20211220,864,1,4750,4750,1
2068,35712,5621,100,854,20211109,2057,4,2444,9776,1
2069,569657,1674,76,47450,20220714,4265,4,2868,11472,1
2070,335568,4522,86,46096,20230504,509,2,1676,3352,1
2071,386863,8534,65,32851,20220414,3432,3,1394,4182,1
2072,350906,7864,17,46414,20220614,519,4,3286,13144,1
2073,194997,6196,89,40163,20200410,2968,1,1315,1315,1
2074,364252,334,67,11830,20210914,993,3,2805,8415,1
2075,244104,7193,82,14825,20211002,3247,2,352,704,1
2076,227164,8656,18,37272,20221109,1824,2,956,1912,1
2077,599079,7997,2,10458,20221001,2821,1,2525,2525,1
2078,53062,9575,67,178,20210501,3539,1,832,832,1
2079,281007,2543,82,5169,20201123,3902,2,418,836,1
2080,498005,2653,3,18202,20220915,4649,4,930,3720,1
2081,35057,941,64,34885,20231103,2434,2,1152,2304,1
2082,15571,7245,47,48875,20210307,2705,2,1169,2338,1
2083,90517,3977,84,44225,20200215,3626,3,2662,7986,1
2084,404435,8707,16,17895,20220403,4738,3,3241,9723,1
2085,291332,4453,44,32307,20230926,3702,1,1925,1925,1
2086,585295,8514,61,34854,20230227,4527,2,3175,6350,1
2087,414595,2589,6,13196,20211021,2794,1,359,359,1
2088,456380,5047,23,39857,20200531,159,3,1915,5745,1
2089,501085,5714,91,2362,20210813,792,4,4127,16508,1
2090,233892,6667,82,43956,20201130,4856,3,1737,5211,1
2091,383473,7782,70,38570,20220623,358,4,1993,7972,1
2092,19525,5304,20,30147,20211205,831,4,3948,15792,1
2093,446986,1570,85,18048,20210123,2559,4,1900,7600,1
2094,506812,4877,43,25164,20220721,270,2,3506,7012,1
2095,18896,3255,30,32365,20211104,820,3,1210,3630,1
2096,321783,6939,17,38633,20201117,4854,3,1039,3117,1
2097,524225,8679,89,6114,20200322,1415,3,2111,6333,1
2098,312184,977,29,22087,20200215,1394,1,4403,4403,1
2099,421183,9011,86,7806,20230720,408,2,2093,4186,1
2100,70729,5167,82,21544,20200308,599,2,3911,7822,1
2101,70050,2851,36,48288,20210505,385,3,2519,7557,1
2102,46596,5514,78,49671,20200703,1599,1,4390,4390,1
2103,555625,6438,81,46858,20230915,2727,2,2363,4726,1
2104,597558,5316,45,21136,20210815,1468,4,2553,10212,1
2105,86379,6896,65,21664,20210430,4742,1,874,874,1
2106,480860,2123,29,31538,20200329,1716,3,4786,14358,1
2107,95281,7341,98,17570,20200606,3499,3,2345,7035,1
2108,534262,1641,11,47055,20200816,3275,3,3812,11436,1
2109,550617,8068,100,31611,20200512,3880,2,695,1390,1
2110,305383,1568,71,9926,20231001,3811,2,3618,7236,1
2111,361798,4980,1,48782,20211026,316,4,3378,13512,1
2112,112308,1349,11,11403,20230715,2857,3,4149,12447,1
2113,167960,2414,4,5161,20200610,1634,3,2742,8226,1
2114,379250,8522,72,40517,20200627,1403,3,2775,8325,1
2115,378142,530,57,23197,20200704,4664,1,4381,4381,1
2116,564824,98,68,34933,20200131,526,4,2503,10012,1
2117,448851,2631,47,43711,20200929,2777,4,1765,7060,1
2118,99449,6290,68,5901,20200106,3113,1,392,392,1
2119,225038,4926,76,43529,20200227,4794,4,727,2908,1
2120,58632,5604,47,26563,20231113,2134,1,4490,4490,1
2121,376967,1222,60,16979,20230814,1957,1,723,723,1
2122,496314,5436,22,28905,20231023,2015,1,4261,4261,1
2123,6662,6798,33,3586,20231104,2659,4,2602,10408,1
2124,566759,2268,87,39329,20230403,2328,4,4344,17376,1
2125,513722,5962,42,7083,20230501,1344,4,1106,4424,1
2126,169515,1222,34,46323,20230716,181,3,2632,7896,1
2127,99503,2547,14,39989,20210330,3973,3,2668,8004,1
2128,268124,5763,84,36956,20200615,3352,3,471,1413,1
2129,564597,866,49,10207,20230131,909,2,931,1862,1
2130,153950,8339,81,26945,20220927,1245,2,664,1328,1
2131,569532,9670,19,10940,20220509,4739,2,4624,9248,1
2132,224382,5322,91,37561,20220802,3700,3,2988,8964,1
2133,301280,7080,65,48826,20211229,1304,1,105,105,1
2134,535646,5083,99,29955,20200720,133,2,2840,5680,1
2135,468043,2678,54,27032,20210120,254,3,2544,7632,1
2136,30286,4636,50,16569,20200103,4811,1,4272,4272,1
2137,344802,5639,17,36470,20200919,2460,3,3877,11631,1
2138,344264,2427,47,26538,20200206,195,4,4579,18316,1
2139,558545,793,22,25638,20210206,3877,3,2602,7806,1
2140,405368,1500,29,39666,20211230,2811,3,4244,12732,1
2141,380199,4966,64,38011,20210725,3978,3,4293,12879,1
2142,560216,2737,27,6860,20210715,4101,1,180,180,1
2143,148061,9795,41,251,20200321,4608,1,2494,2494,1
2144,74236,6836,17,25510,20220209,4981,4,4959,19836,1
2145,316894,7795,15,28623,20221115,3912,4,1524,6096,1
2146,124747,5110,98,4588,20220428,3651,1,3966,3966,1
2147,399230,8718,66,7427,20200306,4107,1,2456,2456,1
2148,259523,2518,43,9795,20211014,4210,2,3695,7390,1
2149,501496,6564,97,35875,20230405,1991,3,4381,13143,1
2150,339752,1774,72,28832,20201115,305,4,1519,6076,1
2151,95249,3466,47,39004,20230910,1339,1,1534,1534,1
2152,215610,8083,45,41758,20210120,3627,3,2329,6987,1
2153,400356,1853,79,6673,20200903,4218,2,3017,6034,1
2154,275562,4788,68,41168,20220120,4998,2,2217,4434,1
2155,13530,4849,61,40125,20220914,3745,3,306,918,1
2156,49628,1081,23,14162,20200104,2837,3,1695,5085,1
2157,282117,7376,49,18944,20210604,3647,1,153,153,1
2158,316777,4495,34,32781,20220609,3618,3,1592,4776,1
2159,40267,2767,97,13600,20211215,893,2,4173,8346,1
2160,595172,9960,2,9745,20220609,1498,2,4023,8046,1
2161,195391,7020,6,47696,20221215,482,2,3096,6192,1
2162,200639,6930,38,22954,20220621,1286,3,2227,6681,1
2163,164203,2936,17,39357,20201109,2625,2,4974,9948,1
2164,282660,1703,34,25859,20220709,4908,2,2977,5954,1
2165,259927,8919,56,37041,20200825,4767,4,2060,8240,1
2166,575808,4661,72,33857,20200114,1748,3,4164,12492,1
2167,130242,2068,1,38650,20210223,3963,1,1581,1581,1
2168,79953,1074,13,23076,20210217,2783,1,603,603,1
2169,350105,2435,86,41315,20231206,3547,3,4916,14748,1
2170,511703,7458,93,12261,20230830,1863,2,1479,2958,1
2171,7659,9605,28,40724,20200806,1021,1,590,590,1
2172,504782,3441,3,23933,20230407,321,2,2759,5518,1
2173,305260,6942,56,29144,20200721,638,3,637,1911,1
2174,326246,5838,19,29549,20230629,1415,1,3615,3615,1
2175,8568,9621,7,34965,20200223,3336,4,4287,17148,1
2176,311245,2871,57,27825,20230606,1526,2,1152,2304,1
2177,358210,4151,34,10896,20210907,3416,1,3729,3729,1
2178,250804,5924,85,23367,20210914,971,4,1611,6444,1
2179,470890,2001,78,46796,20220913,4279,3,1156,3468,1
2180,438520,9204,73,2697,20230701,519,2,1285,2570,1
2181,248514,6000,92,34802,20210119,1557,2,3247,6494,1
2182,498883,2333,74,19388,20230331,4064,4,3143,12572,1
2183,322251,6584,68,43646,20221108,1450,1,3624,3624,1
2184,10159,8671,91,22143,20231217,2454,4,3045,12180,1
2185,114267,4591,92,153,20200315,2925,4,809,3236,1
2186,550668,391,62,36115,20200416,360,1,1436,1436,1
2187,242245,8795,56,48670,20221212,2743,2,3546,7092,1
2188,346954,5923,2,1807,20200703,4151,1,2544,2544,1
2189,77157,8754,22,36780,20210528,3040,4,4794,19176,1
2190,322218,1196,99,28960,20230130,3255,2,1542,3084,1
2191,360157,211,15,40167,20230331,4740,3,621,1863,1
2192,518013,8920,14,45340,20221107,927,4,4124,16496,1
2193,180218,1740,64,10684,20201220,2051,4,1991,7964,1
2194,424545,4533,39,33928,20200623,2054,4,1529,6116,1
2195,295322,3504,14,4460,20200316,658,3,1878,5634,1
2196,566722,2964,24,23132,20201211,644,1,3373,3373,1
2197,22047,3128,54,37192,20201127,4049,1,4361,4361,1
2198,303369,3359,65,28219,20221009,4272,2,138,276,1
2199,131875,5697,14,8195,20201127,1161,4,2560,10240,1
2200,277737,3611,97,32407,20200409,610,4,1534,6136,1
2201,48221,7079,34,20473,20230218,832,4,1008,4032,1
2202,459736,5287,100,40875,20200625,704,1,1856,1856,1
2203,235545,2477,51,49062,20220218,865,4,3233,12932,1
2204,31018,5818,13,19890,20210419,911,3,2584,7752,1
2205,57966,9783,12,11859,20200414,3594,3,4231,12693,1
2206,405369,2243,78,30879,20200109,1306,4,322,1288,1
2207,213184,7852,31,48354,20200719,4891,2,2279,4558,1
2208,586629,3908,91,29972,20230531,2534,1,1416,1416,1
2209,249210,6743,31,31363,20210610,4415,2,4912,9824,1
2210,292536,6280,54,38261,20220210,155,4,908,3632,1
2211,293986,8122,37,18912,20230109,535,1,1203,1203,1
2212,108178,6128,27,8009,20221015,1315,2,3939,7878,1
2213,590609,812,84,38281,20210117,1130,1,1380,1380,1
2214,502024,4976,90,35292,20210612,1764,4,3377,13508,1
2215,305187,4921,45,32695,20220911,2876,3,2989,8967,1
2216,387399,9411,3,23402,20200713,2445,4,4138,16552,1
2217,474356,2331,86,10358,20210926,689,1,3778,3778,1
2218,407271,6299,98,39937,20200516,3319,1,3654,3654,1
2219,288495,3263,4,35562,20200627,972,2,2679,5358,1
2220,449301,3965,89,2408,20220720,1991,1,4225,4225,1
2221,70724,2921,38,49383,20201228,3793,4,1812,7248,1
2222,330288,74,85,26156,20220410,2569,1,2157,2157,1
2223,122951,171,70,26160,20220424,573,2,1884,3768,1
2224,358885,8969,76,18719,20200806,3603,1,750,750,1
2225,116671,5623,27,41541,20210329,450,1,1478,1478,1
2226,596569,7546,71,40959,20220624,3668,4,2562,10248,1
2227,467372,9178,53,46449,20211016,1722,2,2127,4254,1
2228,260878,2302,10,16591,20200620,1870,1,2742,2742,1
2229,329310,8909,54,11544,20221006,2534,2,1936,3872,1
2230,549983,6872,81,530,20220708,2402,3,1616,4848,1
2231,96823,1789,82,23939,20220611,4880,4,2172,8688,1
2232,180258,399,22,9598,20211026,1350,4,3131,12524,1
2233,293887,4607,25,16151,20220509,2584,4,1662,6648,1
2234,175486,9428,43,32286,20200324,4117,3,4645,13935,1
2235,236030,185,100,4949,20230306,2829,1,1383,1383,1
2236,455060,9044,98,34202,20210615,4096,4,1272,5088,1
2237,504075,9493,93,24339,20210303,3878,4,2676,10704,1
2238,348258,4981,50,15951,20230521,2905,1,1114,1114,1
2239,45093,3040,90,13055,20220701,2564,1,2518,2518,1
2240,99626,5951,78,26240,20200405,4803,3,3314,9942,1
2241,409064,766,64,3145,20230831,1677,1,4812,4812,1
2242,225675,2315,32,47491,20210616,4491,2,3613,7226,1
2243,287153,7957,39,18034,20200612,4039,4,2814,11256,1
2244,175388,3692,8,18998,20200716,4374,3,3360,10080,1
2245,532221,9255,30,40356,20200722,4167,1,925,925,1
2246,302321,4812,22,20322,20210124,2723,1,4535,4535,1
2247,20132,6085,48,14998,20210918,2451,2,3695,7390,1
2248,281115,4128,16,32959,20221029,4167,1,218,218,1
2249,478389,6420,47,25558,20200812,4231,2,3936,7872,1
2250,24510,6041,52,15366,20200710,3195,4,2066,8264,1
2251,547858,7387,90,27712,20231101,155,2,2888,5776,1
2252,31324,373,11,11266,20211105,2792,4,2672,10688,1
2253,356442,2589,44,18389,20221201,2744,1,1149,1149,1
2254,251559,5836,63,26216,20230124,70,1,3599,3599,1
2255,563764,5644,97,32693,20201112,678,2,3763,7526,1
2256,219039,465,6,22727,20230801,4971,2,1576,3152,1
2257,451123,4515,3,45579,20200401,2840,3,3513,10539,1
2258,90554,643,35,43409,20230420,3516,4,3844,15376,1
2259,94101,7659,55,5843,20221027,4590,1,1874,1874,1
2260,257388,1202,16,41064,20220705,4255,3,1599,4797,1
2261,253906,9015,92,34451,20220108,4750,4,3898,15592,1
2262,148143,3891,93,3994,20220414,3159,3,422,1266,1
2263,168308,8860,74,29980,20230130,96,2,4429,8858,1
2264,108793,4413,26,13531,20210221,1760,2,1111,2222,1
2265,354538,13,57,21359,20210124,158,3,1527,4581,1
2266,591201,6092,10,27044,20220705,3647,1,1241,1241,1
2267,307830,9005,80,36006,20210614,2632,1,3576,3576,1
2268,38496,3370,10,16831,20201213,3288,2,815,1630,1
2269,446862,3151,36,21411,20231005,4343,3,1386,4158,1
2270,300942,8520,12,4588,20230408,3477,4,1245,4980,1
2271,420244,6698,90,34293,20211201,4188,2,4862,9724,1
2272,463208,7229,38,21152,20211015,4926,3,4187,12561,1
2273,244855,4351,79,35029,20220402,3168,2,4679,9358,1
2274,450574,4334,45,28181,20230112,4071,1,2869,2869,1
2275,177443,384,67,7241,20221127,3407,1,4734,4734,1
2276,52898,9493,6,16961,20230330,4113,1,1299,1299,1
2277,236569,7019,59,1552,20230422,1019,3,4375,13125,1
2278,139140,9506,16,38452,20201231,908,4,3454,13816,1
2279,14880,5276,21,32640,20210529,1606,1,3140,3140,1
2280,12659,5078,4,44638,20200228,1253,4,1013,4052,1
2281,66048,1780,30,34581,20211002,2465,3,1360,4080,1
2282,438110,7091,41,48945,20220321,1222,2,2113,4226,1
2283,338715,4660,32,3023,20200626,3671,3,2955,8865,1
2284,236901,8481,89,47431,20200530,2504,4,2392,9568,1
2285,364768,3396,76,11711,20210510,3672,4,1023,4092,1
2286,46405,6940,99,15325,20210914,2647,2,2049,4098,1
2287,301797,4443,16,37303,20221211,3923,3,1678,5034,1
2288,562368,6116,11,30002,20230114,1159,3,2781,8343,1
2289,360213,1292,96,5337,20210804,3826,3,2093,6279,1
2290,162250,1504,20,14743,20200318,308,2,475,950,1
2291,404115,2774,45,27934,20201102,4921,1,3932,3932,1
2292,281871,5866,91,30685,20200810,141,2,1279,2558,1
2293,81523,322,20,48300,20210924,4448,4,4130,16520,1
2294,185638,6801,47,46577,20230615,1548,3,3030,9090,1
2295,156030,6301,40,847,20210523,229,1,2205,2205,1
2296,179858,8885,51,30629,20221112,3564,4,3029,12116,1
2297,448197,2325,96,28032,20210428,271,3,170,510,1
2298,302283,4049,45,25853,20230501,1326,2,3722,7444,1
2299,325868,3141,72,28535,20220417,4683,4,2096,8384,1
2300,559086,630,62,44091,20220414,2827,1,1059,1059,1
2301,4169,8385,55,34880,20210101,200,3,2243,6729,1
2302,363259,9475,33,44117,20210330,2398,4,4587,18348,1
2303,304121,9451,70,27607,20210707,2050,1,461,461,1
2304,480807,4031,4,4558,20221130,2227,3,2464,7392,1
2305,210928,8687,18,42542,20211009,2682,3,4288,12864,1
2306,127649,9333,74,27425,20200722,3201,4,4835,19340,1
2307,71807,4126,51,34505,20230526,4354,3,1715,5145,1
2308,266312,5199,13,13911,20230901,4500,1,1154,1154,1
2309,171232,48,72,49758,20200612,4514,2,3970,7940,1
2310,443996,4533,20,17873,20230601,3902,1,4285,4285,1
2311,333205,1370,46,41182,20230817,4993,2,478,956,1
2312,288529,67,75,43742,20221223,4421,1,2600,2600,1
2313,419022,5319,58,10933,20231218,4141,2,379,758,1
2314,264335,4336,50,37107,20200615,1274,4,1331,5324,1
2315,58577,9541,28,47733,20200501,582,4,2627,10508,1
2316,550102,8012,19,34198,20200908,1366,1,1391,1391,1
2317,439849,4861,4,40451,20211029,2347,3,101,303,1
2318,2982,2635,17,5988,20230726,4942,4,1319,5276,1
