"DATE_KEY","FULL_DATE","YEAR","QUARTER","MONTH","MONTH_NAME","WEEK","DAY_OF_WEEK","IS_WEEKEND"
20210512,12-MAY-21,2021,2,5,"May",19,19,0
20210513,13-MAY-21,2021,2,5,"May",19,19,0
20210514,14-MAY-21,2021,2,5,"May",19,19,0
20210515,15-MAY-21,2021,2,5,"May",19,19,1
20210516,16-MAY-21,2021,2,5,"May",19,19,1
20210517,17-MAY-21,2021,2,5,"May",20,20,0
20210518,18-MAY-21,2021,2,5,"May",20,20,0
20210519,19-MAY-21,2021,2,5,"May",20,20,0
20210520,20-MAY-21,2021,2,5,"May",20,20,0
20210521,21-MAY-21,2021,2,5,"May",20,20,0
20210522,22-MAY-21,2021,2,5,"May",20,20,1
20210523,23-MAY-21,2021,2,5,"May",20,20,1
20210524,24-MAY-21,2021,2,5,"May",21,21,0
20210525,25-MAY-21,2021,2,5,"May",21,21,0
20210526,26-MAY-21,2021,2,5,"May",21,21,0
20210527,27-MAY-21,2021,2,5,"May",21,21,0
20210528,28-MAY-21,2021,2,5,"May",21,21,0
20210529,29-MAY-21,2021,2,5,"May",21,21,1
20210530,30-MAY-21,2021,2,5,"May",21,21,1
20210531,31-MAY-21,2021,2,5,"May",22,22,0
20210601,01-JUN-21,2021,2,6,"June",22,22,0
20210602,02-JUN-21,2021,2,6,"June",22,22,0
20210603,03-JUN-21,2021,2,6,"June",22,22,0
20210604,04-JUN-21,2021,2,6,"June",22,22,0
20210605,05-JUN-21,2021,2,6,"June",22,22,1
20210606,06-JUN-21,2021,2,6,"June",22,22,1
20210607,07-JUN-21,2021,2,6,"June",23,23,0
20210608,08-JUN-21,2021,2,6,"June",23,23,0
20210609,09-JUN-21,2021,2,6,"June",23,23,0
20210610,10-JUN-21,2021,2,6,"June",23,23,0
20210611,11-JUN-21,2021,2,6,"June",23,23,0
20210612,12-JUN-21,2021,2,6,"June",23,23,1
20210613,13-JUN-21,2021,2,6,"June",23,23,1
20210614,14-JUN-21,2021,2,6,"June",24,24,0
20210615,15-JUN-21,2021,2,6,"June",24,24,0
20210616,16-JUN-21,2021,2,6,"June",24,24,0
20210617,17-JUN-21,2021,2,6,"June",24,24,0
20210618,18-JUN-21,2021,2,6,"June",24,24,0
20210619,19-JUN-21,2021,2,6,"June",24,24,1
20210620,20-JUN-21,2021,2,6,"June",24,24,1
20210621,21-JUN-21,2021,2,6,"June",25,25,0
20210622,22-JUN-21,2021,2,6,"June",25,25,0
20210623,23-JUN-21,2021,2,6,"June",25,25,0
20210624,24-JUN-21,2021,2,6,"June",25,25,0
20210625,25-JUN-21,2021,2,6,"June",25,25,0
20210626,26-JUN-21,2021,2,6,"June",25,25,1
20210627,27-JUN-21,2021,2,6,"June",25,25,1
20210628,28-JUN-21,2021,2,6,"June",26,26,0
20210629,29-JUN-21,2021,2,6,"June",26,26,0
20210630,30-JUN-21,2021,2,6,"June",26,26,0
20210701,01-JUL-21,2021,3,7,"July",26,26,0
20210702,02-JUL-21,2021,3,7,"July",26,26,0
20210703,03-JUL-21,2021,3,7,"July",26,26,1
20210704,04-JUL-21,2021,3,7,"July",26,26,1
20210705,05-JUL-21,2021,3,7,"July",27,27,0
20210706,06-JUL-21,2021,3,7,"July",27,27,0
20210707,07-JUL-21,2021,3,7,"July",27,27,0
20210708,08-JUL-21,2021,3,7,"July",27,27,0
20210709,09-JUL-21,2021,3,7,"July",27,27,0
20210710,10-JUL-21,2021,3,7,"July",27,27,1
20210711,11-JUL-21,2021,3,7,"July",27,27,1
20210712,12-JUL-21,2021,3,7,"July",28,28,0
20210713,13-JUL-21,2021,3,7,"July",28,28,0
20210714,14-JUL-21,2021,3,7,"July",28,28,0
20210715,15-JUL-21,2021,3,7,"July",28,28,0
20210716,16-JUL-21,2021,3,7,"July",28,28,0
20210717,17-JUL-21,2021,3,7,"July",28,28,1
20210718,18-JUL-21,2021,3,7,"July",28,28,1
20210719,19-JUL-21,2021,3,7,"July",29,29,0
20210720,20-JUL-21,2021,3,7,"July",29,29,0
20210721,21-JUL-21,2021,3,7,"July",29,29,0
20210722,22-JUL-21,2021,3,7,"July",29,29,0
20210723,23-JUL-21,2021,3,7,"July",29,29,0
20210724,24-JUL-21,2021,3,7,"July",29,29,1
20210725,25-JUL-21,2021,3,7,"July",29,29,1
20210726,26-JUL-21,2021,3,7,"July",30,30,0
20210727,27-JUL-21,2021,3,7,"July",30,30,0
20210728,28-JUL-21,2021,3,7,"July",30,30,0
20210729,29-JUL-21,2021,3,7,"July",30,30,0
20210730,30-JUL-21,2021,3,7,"July",30,30,0
20210731,31-JUL-21,2021,3,7,"July",30,30,1
20210801,01-AUG-21,2021,3,8,"August",30,30,1
20210802,02-AUG-21,2021,3,8,"August",31,31,0
20210803,03-AUG-21,2021,3,8,"August",31,31,0
20210804,04-AUG-21,2021,3,8,"August",31,31,0
20210805,05-AUG-21,2021,3,8,"August",31,31,0
20210806,06-AUG-21,2021,3,8,"August",31,31,0
20210807,07-AUG-21,2021,3,8,"August",31,31,1
20210808,08-AUG-21,2021,3,8,"August",31,31,1
20210809,09-AUG-21,2021,3,8,"August",32,32,0
20210810,10-AUG-21,2021,3,8,"August",32,32,0
20210811,11-AUG-21,2021,3,8,"August",32,32,0
20210812,12-AUG-21,2021,3,8,"August",32,32,0
20210813,13-AUG-21,2021,3,8,"August",32,32,0
20210814,14-AUG-21,2021,3,8,"August",32,32,1
20210815,15-AUG-21,2021,3,8,"August",32,32,1
20210816,16-AUG-21,2021,3,8,"August",33,33,0
20210817,17-AUG-21,2021,3,8,"August",33,33,0
20210818,18-AUG-21,2021,3,8,"August",33,33,0
20210819,19-AUG-21,2021,3,8,"August",33,33,0
20210820,20-AUG-21,2021,3,8,"August",33,33,0
20210821,21-AUG-21,2021,3,8,"August",33,33,1
20210822,22-AUG-21,2021,3,8,"August",33,33,1
20210823,23-AUG-21,2021,3,8,"August",34,34,0
20210824,24-AUG-21,2021,3,8,"August",34,34,0
20210825,25-AUG-21,2021,3,8,"August",34,34,0
20210826,26-AUG-21,2021,3,8,"August",34,34,0
20210827,27-AUG-21,2021,3,8,"August",34,34,0
20210828,28-AUG-21,2021,3,8,"August",34,34,1
20210829,29-AUG-21,2021,3,8,"August",34,34,1
20210830,30-AUG-21,2021,3,8,"August",35,35,0
20210831,31-AUG-21,2021,3,8,"August",35,35,0
20210901,01-SEP-21,2021,3,9,"September",35,35,0
20210902,02-SEP-21,2021,3,9,"September",35,35,0
20210903,03-SEP-21,2021,3,9,"September",35,35,0
20210904,04-SEP-21,2021,3,9,"September",35,35,1
20210905,05-SEP-21,2021,3,9,"September",35,35,1
20210906,06-SEP-21,2021,3,9,"September",36,36,0
20210907,07-SEP-21,2021,3,9,"September",36,36,0
20210908,08-SEP-21,2021,3,9,"September",36,36,0
20210909,09-SEP-21,2021,3,9,"September",36,36,0
20210910,10-SEP-21,2021,3,9,"September",36,36,0
20210911,11-SEP-21,2021,3,9,"September",36,36,1
20210912,12-SEP-21,2021,3,9,"September",36,36,1
20210913,13-SEP-21,2021,3,9,"September",37,37,0
20210914,14-SEP-21,2021,3,9,"September",37,37,0
20210915,15-SEP-21,2021,3,9,"September",37,37,0
20210916,16-SEP-21,2021,3,9,"September",37,37,0
20210917,17-SEP-21,2021,3,9,"September",37,37,0
20210918,18-SEP-21,2021,3,9,"September",37,37,1
20210919,19-SEP-21,2021,3,9,"September",37,37,1
20210920,20-SEP-21,2021,3,9,"September",38,38,0
20210921,21-SEP-21,2021,3,9,"September",38,38,0
20210922,22-SEP-21,2021,3,9,"September",38,38,0
20210923,23-SEP-21,2021,3,9,"September",38,38,0
20210924,24-SEP-21,2021,3,9,"September",38,38,0
20210925,25-SEP-21,2021,3,9,"September",38,38,1
20210926,26-SEP-21,2021,3,9,"September",38,38,1
20210927,27-SEP-21,2021,3,9,"September",39,39,0
20210928,28-SEP-21,2021,3,9,"September",39,39,0
20210929,29-SEP-21,2021,3,9,"September",39,39,0
20210930,30-SEP-21,2021,3,9,"September",39,39,0
20211001,01-OCT-21,2021,4,10,"October",39,39,0
20211002,02-OCT-21,2021,4,10,"October",39,39,1
20211003,03-OCT-21,2021,4,10,"October",39,39,1
20211004,04-OCT-21,2021,4,10,"October",40,40,0
20211005,05-OCT-21,2021,4,10,"October",40,40,0
20211006,06-OCT-21,2021,4,10,"October",40,40,0
20211007,07-OCT-21,2021,4,10,"October",40,40,0
20211008,08-OCT-21,2021,4,10,"October",40,40,0
20211009,09-OCT-21,2021,4,10,"October",40,40,1
20211010,10-OCT-21,2021,4,10,"October",40,40,1
20211011,11-OCT-21,2021,4,10,"October",41,41,0
20211012,12-OCT-21,2021,4,10,"October",41,41,0
20211013,13-OCT-21,2021,4,10,"October",41,41,0
20211014,14-OCT-21,2021,4,10,"October",41,41,0
20211015,15-OCT-21,2021,4,10,"October",41,41,0
20211016,16-OCT-21,2021,4,10,"October",41,41,1
20211017,17-OCT-21,2021,4,10,"October",41,41,1
20211018,18-OCT-21,2021,4,10,"October",42,42,0
20211019,19-OCT-21,2021,4,10,"October",42,42,0
20211020,20-OCT-21,2021,4,10,"October",42,42,0
20211021,21-OCT-21,2021,4,10,"October",42,42,0
20211022,22-OCT-21,2021,4,10,"October",42,42,0
20211023,23-OCT-21,2021,4,10,"October",42,42,1
20211024,24-OCT-21,2021,4,10,"October",42,42,1
20211025,25-OCT-21,2021,4,10,"October",43,43,0
20211026,26-OCT-21,2021,4,10,"October",43,43,0
20211027,27-OCT-21,2021,4,10,"October",43,43,0
20211028,28-OCT-21,2021,4,10,"October",43,43,0
20211029,29-OCT-21,2021,4,10,"October",43,43,0
20211030,30-OCT-21,2021,4,10,"October",43,43,1
20211031,31-OCT-21,2021,4,10,"October",43,43,1
20211101,01-NOV-21,2021,4,11,"November",44,44,0
20211102,02-NOV-21,2021,4,11,"November",44,44,0
20211103,03-NOV-21,2021,4,11,"November",44,44,0
20211104,04-NOV-21,2021,4,11,"November",44,44,0
20211105,05-NOV-21,2021,4,11,"November",44,44,0
20211106,06-NOV-21,2021,4,11,"November",44,44,1
20211107,07-NOV-21,2021,4,11,"November",44,44,1
20211108,08-NOV-21,2021,4,11,"November",45,45,0
20211109,09-NOV-21,2021,4,11,"November",45,45,0
20211110,10-NOV-21,2021,4,11,"November",45,45,0
20211111,11-NOV-21,2021,4,11,"November",45,45,0
20211112,12-NOV-21,2021,4,11,"November",45,45,0
20211113,13-NOV-21,2021,4,11,"November",45,45,1
20211114,14-NOV-21,2021,4,11,"November",45,45,1
20211115,15-NOV-21,2021,4,11,"November",46,46,0
20211116,16-NOV-21,2021,4,11,"November",46,46,0
20211117,17-NOV-21,2021,4,11,"November",46,46,0
20211118,18-NOV-21,2021,4,11,"November",46,46,0
20211119,19-NOV-21,2021,4,11,"November",46,46,0
20211120,20-NOV-21,2021,4,11,"November",46,46,1
20211121,21-NOV-21,2021,4,11,"November",46,46,1
20211122,22-NOV-21,2021,4,11,"November",47,47,0
20211123,23-NOV-21,2021,4,11,"November",47,47,0
20211124,24-NOV-21,2021,4,11,"November",47,47,0
20211125,25-NOV-21,2021,4,11,"November",47,47,0
20211126,26-NOV-21,2021,4,11,"November",47,47,0
20211127,27-NOV-21,2021,4,11,"November",47,47,1
20211128,28-NOV-21,2021,4,11,"November",47,47,1
20211129,29-NOV-21,2021,4,11,"November",48,48,0
20211130,30-NOV-21,2021,4,11,"November",48,48,0
20211201,01-DEC-21,2021,4,12,"December",48,48,0
20211202,02-DEC-21,2021,4,12,"December",48,48,0
20211203,03-DEC-21,2021,4,12,"December",48,48,0
20211204,04-DEC-21,2021,4,12,"December",48,48,1
20211205,05-DEC-21,2021,4,12,"December",48,48,1
20211206,06-DEC-21,2021,4,12,"December",49,49,0
20211207,07-DEC-21,2021,4,12,"December",49,49,0
20211208,08-DEC-21,2021,4,12,"December",49,49,0
20211209,09-DEC-21,2021,4,12,"December",49,49,0
20211210,10-DEC-21,2021,4,12,"December",49,49,0
20211211,11-DEC-21,2021,4,12,"December",49,49,1
20211212,12-DEC-21,2021,4,12,"December",49,49,1
20211213,13-DEC-21,2021,4,12,"December",50,50,0
20211214,14-DEC-21,2021,4,12,"December",50,50,0
20211215,15-DEC-21,2021,4,12,"December",50,50,0
20211216,16-DEC-21,2021,4,12,"December",50,50,0
20211217,17-DEC-21,2021,4,12,"December",50,50,0
20211218,18-DEC-21,2021,4,12,"December",50,50,1
20211219,19-DEC-21,2021,4,12,"December",50,50,1
20211220,20-DEC-21,2021,4,12,"December",51,51,0
20211221,21-DEC-21,2021,4,12,"December",51,51,0
20211222,22-DEC-21,2021,4,12,"December",51,51,0
20211223,23-DEC-21,2021,4,12,"December",51,51,0
20211224,24-DEC-21,2021,4,12,"December",51,51,0
20211225,25-DEC-21,2021,4,12,"December",51,51,1
20211226,26-DEC-21,2021,4,12,"December",51,51,1
20211227,27-DEC-21,2021,4,12,"December",52,52,0
20211228,28-DEC-21,2021,4,12,"December",52,52,0
20211229,29-DEC-21,2021,4,12,"December",52,52,0
20211230,30-DEC-21,2021,4,12,"December",52,52,0
20211231,31-DEC-21,2021,4,12,"December",52,52,0
20220101,01-JAN-22,2022,1,1,"January",52,52,1
20220102,02-JAN-22,2022,1,1,"January",52,52,1
20220103,03-JAN-22,2022,1,1,"January",1,1,0
20220104,04-JAN-22,2022,1,1,"January",1,1,0
20220105,05-JAN-22,2022,1,1,"January",1,1,0
20220106,06-JAN-22,2022,1,1,"January",1,1,0
20220107,07-JAN-22,2022,1,1,"January",1,1,0
20220108,08-JAN-22,2022,1,1,"January",1,1,1
20220109,09-JAN-22,2022,1,1,"January",1,1,1
20220110,10-JAN-22,2022,1,1,"January",2,2,0
20220111,11-JAN-22,2022,1,1,"January",2,2,0
20220112,12-JAN-22,2022,1,1,"January",2,2,0
20220113,13-JAN-22,2022,1,1,"January",2,2,0
20220114,14-JAN-22,2022,1,1,"January",2,2,0
20220115,15-JAN-22,2022,1,1,"January",2,2,1
20220116,16-JAN-22,2022,1,1,"January",2,2,1
20220117,17-JAN-22,2022,1,1,"January",3,3,0
20220118,18-JAN-22,2022,1,1,"January",3,3,0
20220119,19-JAN-22,2022,1,1,"January",3,3,0
20220120,20-JAN-22,2022,1,1,"January",3,3,0
20220121,21-JAN-22,2022,1,1,"January",3,3,0
20220122,22-JAN-22,2022,1,1,"January",3,3,1
20220123,23-JAN-22,2022,1,1,"January",3,3,1
20220124,24-JAN-22,2022,1,1,"January",4,4,0
20220125,25-JAN-22,2022,1,1,"January",4,4,0
20220126,26-JAN-22,2022,1,1,"January",4,4,0
20220127,27-JAN-22,2022,1,1,"January",4,4,0
20220128,28-JAN-22,2022,1,1,"January",4,4,0
20220129,29-JAN-22,2022,1,1,"January",4,4,1
20220130,30-JAN-22,2022,1,1,"January",4,4,1
20220131,31-JAN-22,2022,1,1,"January",5,5,0
20220201,01-FEB-22,2022,1,2,"February",5,5,0
20220202,02-FEB-22,2022,1,2,"February",5,5,0
20220203,03-FEB-22,2022,1,2,"February",5,5,0
20220204,04-FEB-22,2022,1,2,"February",5,5,0
20220205,05-FEB-22,2022,1,2,"February",5,5,1
20220206,06-FEB-22,2022,1,2,"February",5,5,1
20220207,07-FEB-22,2022,1,2,"February",6,6,0
20220208,08-FEB-22,2022,1,2,"February",6,6,0
20220209,09-FEB-22,2022,1,2,"February",6,6,0
20220210,10-FEB-22,2022,1,2,"February",6,6,0
20220211,11-FEB-22,2022,1,2,"February",6,6,0
20220212,12-FEB-22,2022,1,2,"February",6,6,1
20220213,13-FEB-22,2022,1,2,"February",6,6,1
20220214,14-FEB-22,2022,1,2,"February",7,7,0
20220215,15-FEB-22,2022,1,2,"February",7,7,0
20220216,16-FEB-22,2022,1,2,"February",7,7,0
20220217,17-FEB-22,2022,1,2,"February",7,7,0
20220218,18-FEB-22,2022,1,2,"February",7,7,0
20220219,19-FEB-22,2022,1,2,"February",7,7,1
20220220,20-FEB-22,2022,1,2,"February",7,7,1
20220221,21-FEB-22,2022,1,2,"February",8,8,0
20220222,22-FEB-22,2022,1,2,"February",8,8,0
20220223,23-FEB-22,2022,1,2,"February",8,8,0
20220224,24-FEB-22,2022,1,2,"February",8,8,0
20220225,25-FEB-22,2022,1,2,"February",8,8,0
20220226,26-FEB-22,2022,1,2,"February",8,8,1
20220227,27-FEB-22,2022,1,2,"February",8,8,1
20220228,28-FEB-22,2022,1,2,"February",9,9,0
20220301,01-MAR-22,2022,1,3,"March",9,9,0
20220302,02-MAR-22,2022,1,3,"March",9,9,0
20220303,03-MAR-22,2022,1,3,"March",9,9,0
20220304,04-MAR-22,2022,1,3,"March",9,9,0
20220305,05-MAR-22,2022,1,3,"March",9,9,1
20220306,06-MAR-22,2022,1,3,"March",9,9,1
20220307,07-MAR-22,2022,1,3,"March",10,10,0
20220308,08-MAR-22,2022,1,3,"March",10,10,0
20220309,09-MAR-22,2022,1,3,"March",10,10,0
20220310,10-MAR-22,2022,1,3,"March",10,10,0
20220311,11-MAR-22,2022,1,3,"March",10,10,0
20220312,12-MAR-22,2022,1,3,"March",10,10,1
20220313,13-MAR-22,2022,1,3,"March",10,10,1
20220314,14-MAR-22,2022,1,3,"March",11,11,0
20220315,15-MAR-22,2022,1,3,"March",11,11,0
20220316,16-MAR-22,2022,1,3,"March",11,11,0
20220317,17-MAR-22,2022,1,3,"March",11,11,0
20220318,18-MAR-22,2022,1,3,"March",11,11,0
20220319,19-MAR-22,2022,1,3,"March",11,11,1
20220320,20-MAR-22,2022,1,3,"March",11,11,1
20220321,21-MAR-22,2022,1,3,"March",12,12,0
20220322,22-MAR-22,2022,1,3,"March",12,12,0
20220323,23-MAR-22,2022,1,3,"March",12,12,0
20220324,24-MAR-22,2022,1,3,"March",12,12,0
20220325,25-MAR-22,2022,1,3,"March",12,12,0
20220326,26-MAR-22,2022,1,3,"March",12,12,1
20220327,27-MAR-22,2022,1,3,"March",12,12,1
20220328,28-MAR-22,2022,1,3,"March",13,13,0
20220329,29-MAR-22,2022,1,3,"March",13,13,0
20220330,30-MAR-22,2022,1,3,"March",13,13,0
20220331,31-MAR-22,2022,1,3,"March",13,13,0
20220401,01-APR-22,2022,2,4,"April",13,13,0
20220402,02-APR-22,2022,2,4,"April",13,13,1
20220403,03-APR-22,2022,2,4,"April",13,13,1
20220404,04-APR-22,2022,2,4,"April",14,14,0
20220405,05-APR-22,2022,2,4,"April",14,14,0
20220406,06-APR-22,2022,2,4,"April",14,14,0
20220407,07-APR-22,2022,2,4,"April",14,14,0
20220408,08-APR-22,2022,2,4,"April",14,14,0
20220409,09-APR-22,2022,2,4,"April",14,14,1
20220410,10-APR-22,2022,2,4,"April",14,14,1
20220411,11-APR-22,2022,2,4,"April",15,15,0
20220412,12-APR-22,2022,2,4,"April",15,15,0
20220413,13-APR-22,2022,2,4,"April",15,15,0
20220414,14-APR-22,2022,2,4,"April",15,15,0
20220415,15-APR-22,2022,2,4,"April",15,15,0
20220416,16-APR-22,2022,2,4,"April",15,15,1
20220417,17-APR-22,2022,2,4,"April",15,15,1
20220418,18-APR-22,2022,2,4,"April",16,16,0
20220419,19-APR-22,2022,2,4,"April",16,16,0
20220420,20-APR-22,2022,2,4,"April",16,16,0
20220421,21-APR-22,2022,2,4,"April",16,16,0
20220422,22-APR-22,2022,2,4,"April",16,16,0
20220423,23-APR-22,2022,2,4,"April",16,16,1
20220424,24-APR-22,2022,2,4,"April",16,16,1
20220425,25-APR-22,2022,2,4,"April",17,17,0
20220426,26-APR-22,2022,2,4,"April",17,17,0
20220427,27-APR-22,2022,2,4,"April",17,17,0
20220428,28-APR-22,2022,2,4,"April",17,17,0
20220429,29-APR-22,2022,2,4,"April",17,17,0
20220430,30-APR-22,2022,2,4,"April",17,17,1
20220501,01-MAY-22,2022,2,5,"May",17,17,1
20220502,02-MAY-22,2022,2,5,"May",18,18,0
20220503,03-MAY-22,2022,2,5,"May",18,18,0
20220504,04-MAY-22,2022,2,5,"May",18,18,0
20220505,05-MAY-22,2022,2,5,"May",18,18,0
20220506,06-MAY-22,2022,2,5,"May",18,18,0
20220507,07-MAY-22,2022,2,5,"May",18,18,1
20220508,08-MAY-22,2022,2,5,"May",18,18,1
20220509,09-MAY-22,2022,2,5,"May",19,19,0
20220510,10-MAY-22,2022,2,5,"May",19,19,0
20220511,11-MAY-22,2022,2,5,"May",19,19,0
20220512,12-MAY-22,2022,2,5,"May",19,19,0
20220513,13-MAY-22,2022,2,5,"May",19,19,0
20220514,14-MAY-22,2022,2,5,"May",19,19,1
20220515,15-MAY-22,2022,2,5,"May",19,19,1
20220516,16-MAY-22,2022,2,5,"May",20,20,0
20220517,17-MAY-22,2022,2,5,"May",20,20,0
20220518,18-MAY-22,2022,2,5,"May",20,20,0
20220519,19-MAY-22,2022,2,5,"May",20,20,0
20220520,20-MAY-22,2022,2,5,"May",20,20,0
20220521,21-MAY-22,2022,2,5,"May",20,20,1
20220522,22-MAY-22,2022,2,5,"May",20,20,1
20220523,23-MAY-22,2022,2,5,"May",21,21,0
20220524,24-MAY-22,2022,2,5,"May",21,21,0
20220525,25-MAY-22,2022,2,5,"May",21,21,0
20220526,26-MAY-22,2022,2,5,"May",21,21,0
20220527,27-MAY-22,2022,2,5,"May",21,21,0
20220528,28-MAY-22,2022,2,5,"May",21,21,1
20220529,29-MAY-22,2022,2,5,"May",21,21,1
20220530,30-MAY-22,2022,2,5,"May",22,22,0
20220531,31-MAY-22,2022,2,5,"May",22,22,0
20220601,01-JUN-22,2022,2,6,"June",22,22,0
20220602,02-JUN-22,2022,2,6,"June",22,22,0
20220603,03-JUN-22,2022,2,6,"June",22,22,0
20220604,04-JUN-22,2022,2,6,"June",22,22,1
20220605,05-JUN-22,2022,2,6,"June",22,22,1
20220606,06-JUN-22,2022,2,6,"June",23,23,0
20220607,07-JUN-22,2022,2,6,"June",23,23,0
20220608,08-JUN-22,2022,2,6,"June",23,23,0
20220609,09-JUN-22,2022,2,6,"June",23,23,0
20220610,10-JUN-22,2022,2,6,"June",23,23,0
20220611,11-JUN-22,2022,2,6,"June",23,23,1
20220612,12-JUN-22,2022,2,6,"June",23,23,1
20220613,13-JUN-22,2022,2,6,"June",24,24,0
20220614,14-JUN-22,2022,2,6,"June",24,24,0
20220615,15-JUN-22,2022,2,6,"June",24,24,0
20220616,16-JUN-22,2022,2,6,"June",24,24,0
20220617,17-JUN-22,2022,2,6,"June",24,24,0
20220618,18-JUN-22,2022,2,6,"June",24,24,1
20220619,19-JUN-22,2022,2,6,"June",24,24,1
20220620,20-JUN-22,2022,2,6,"June",25,25,0
20220621,21-JUN-22,2022,2,6,"June",25,25,0
20220622,22-JUN-22,2022,2,6,"June",25,25,0
20220623,23-JUN-22,2022,2,6,"June",25,25,0
20220624,24-JUN-22,2022,2,6,"June",25,25,0
20220625,25-JUN-22,2022,2,6,"June",25,25,1
20220626,26-JUN-22,2022,2,6,"June",25,25,1
20220627,27-JUN-22,2022,2,6,"June",26,26,0
20220628,28-JUN-22,2022,2,6,"June",26,26,0
20220629,29-JUN-22,2022,2,6,"June",26,26,0
20220630,30-JUN-22,2022,2,6,"June",26,26,0
20220701,01-JUL-22,2022,3,7,"July",26,26,0
20220702,02-JUL-22,2022,3,7,"July",26,26,1
20220703,03-JUL-22,2022,3,7,"July",26,26,1
20220704,04-JUL-22,2022,3,7,"July",27,27,0
20220705,05-JUL-22,2022,3,7,"July",27,27,0
20220706,06-JUL-22,2022,3,7,"July",27,27,0
20220707,07-JUL-22,2022,3,7,"July",27,27,0
20220708,08-JUL-22,2022,3,7,"July",27,27,0
20220709,09-JUL-22,2022,3,7,"July",27,27,1
20220710,10-JUL-22,2022,3,7,"July",27,27,1
20220711,11-JUL-22,2022,3,7,"July",28,28,0
20220712,12-JUL-22,2022,3,7,"July",28,28,0
20220713,13-JUL-22,2022,3,7,"July",28,28,0
20220714,14-JUL-22,2022,3,7,"July",28,28,0
20220715,15-JUL-22,2022,3,7,"July",28,28,0
20220716,16-JUL-22,2022,3,7,"July",28,28,1
20220717,17-JUL-22,2022,3,7,"July",28,28,1
20220718,18-JUL-22,2022,3,7,"July",29,29,0
20220719,19-JUL-22,2022,3,7,"July",29,29,0
20220720,20-JUL-22,2022,3,7,"July",29,29,0
20220721,21-JUL-22,2022,3,7,"July",29,29,0
20220722,22-JUL-22,2022,3,7,"July",29,29,0
20220723,23-JUL-22,2022,3,7,"July",29,29,1
20220724,24-JUL-22,2022,3,7,"July",29,29,1
20220725,25-JUL-22,2022,3,7,"July",30,30,0
20220726,26-JUL-22,2022,3,7,"July",30,30,0
20220727,27-JUL-22,2022,3,7,"July",30,30,0
20220728,28-JUL-22,2022,3,7,"July",30,30,0
20220729,29-JUL-22,2022,3,7,"July",30,30,0
20220730,30-JUL-22,2022,3,7,"July",30,30,1
20220731,31-JUL-22,2022,3,7,"July",30,30,1
20220801,01-AUG-22,2022,3,8,"August",31,31,0
20220802,02-AUG-22,2022,3,8,"August",31,31,0
20220803,03-AUG-22,2022,3,8,"August",31,31,0
20220804,04-AUG-22,2022,3,8,"August",31,31,0
20220805,05-AUG-22,2022,3,8,"August",31,31,0
20220806,06-AUG-22,2022,3,8,"August",31,31,1
20220807,07-AUG-22,2022,3,8,"August",31,31,1
20220808,08-AUG-22,2022,3,8,"August",32,32,0
20220809,09-AUG-22,2022,3,8,"August",32,32,0
20220810,10-AUG-22,2022,3,8,"August",32,32,0
20220811,11-AUG-22,2022,3,8,"August",32,32,0
20220812,12-AUG-22,2022,3,8,"August",32,32,0
20220813,13-AUG-22,2022,3,8,"August",32,32,1
20220814,14-AUG-22,2022,3,8,"August",32,32,1
20220815,15-AUG-22,2022,3,8,"August",33,33,0
20220816,16-AUG-22,2022,3,8,"August",33,33,0
20220817,17-AUG-22,2022,3,8,"August",33,33,0
20220818,18-AUG-22,2022,3,8,"August",33,33,0
20220819,19-AUG-22,2022,3,8,"August",33,33,0
20220820,20-AUG-22,2022,3,8,"August",33,33,1
20220821,21-AUG-22,2022,3,8,"August",33,33,1
20220822,22-AUG-22,2022,3,8,"August",34,34,0
20220823,23-AUG-22,2022,3,8,"August",34,34,0
20220824,24-AUG-22,2022,3,8,"August",34,34,0
20220825,25-AUG-22,2022,3,8,"August",34,34,0
20220826,26-AUG-22,2022,3,8,"August",34,34,0
20220827,27-AUG-22,2022,3,8,"August",34,34,1
20220828,28-AUG-22,2022,3,8,"August",34,34,1
20220829,29-AUG-22,2022,3,8,"August",35,35,0
20220830,30-AUG-22,2022,3,8,"August",35,35,0
20220831,31-AUG-22,2022,3,8,"August",35,35,0
20220901,01-SEP-22,2022,3,9,"September",35,35,0
20220902,02-SEP-22,2022,3,9,"September",35,35,0
20220903,03-SEP-22,2022,3,9,"September",35,35,1
20220904,04-SEP-22,2022,3,9,"September",35,35,1
20220905,05-SEP-22,2022,3,9,"September",36,36,0
20220906,06-SEP-22,2022,3,9,"September",36,36,0
20220907,07-SEP-22,2022,3,9,"September",36,36,0
20220908,08-SEP-22,2022,3,9,"September",36,36,0
20220909,09-SEP-22,2022,3,9,"September",36,36,0
20220910,10-SEP-22,2022,3,9,"September",36,36,1
20220911,11-SEP-22,2022,3,9,"September",36,36,1
20220912,12-SEP-22,2022,3,9,"September",37,37,0
20220913,13-SEP-22,2022,3,9,"September",37,37,0
20220914,14-SEP-22,2022,3,9,"September",37,37,0
20220915,15-SEP-22,2022,3,9,"September",37,37,0
20220916,16-SEP-22,2022,3,9,"September",37,37,0
20220917,17-SEP-22,2022,3,9,"September",37,37,1
20220918,18-SEP-22,2022,3,9,"September",37,37,1
20220919,19-SEP-22,2022,3,9,"September",38,38,0
20220920,20-SEP-22,2022,3,9,"September",38,38,0
20220921,21-SEP-22,2022,3,9,"September",38,38,0
